J: 3.57825 1.11248 0 0 
nth temperature m m2 m4 ms e sp_h 
1 1.765 0.984832 0.970503 0.944068 0.0344981 -213.918 0.23016 
1 1.765 0.9854 0.971546 0.945844 0.0301711 -214.096 0.211578 
1 1.77 0.984758 0.970315 0.943577 0.0319933 -213.874 0.223386 
1 1.77 0.984776 0.97035 0.943647 0.0319678 -213.887 0.22202 
1 1.775 0.984308 0.969457 0.942007 0.0334874 -213.72 0.227346 
1 1.775 0.98444 0.969723 0.942539 0.0338505 -213.763 0.22955 
1 1.78 0.984338 0.969509 0.942081 0.03299 -213.707 0.226399 
1 1.78 0.984182 0.969204 0.941498 0.0331276 -213.607 0.230429 
1 1.785 0.984036 0.968944 0.941079 0.0345698 -213.616 0.23082 
1 1.785 0.983934 0.968745 0.940703 0.0346624 -213.565 0.230549 
1 1.79 0.983566 0.968006 0.939239 0.033741 -213.379 0.236414 
1 1.79 0.983674 0.968229 0.939701 0.0343498 -213.424 0.237393 
1 1.795 0.983406 0.967738 0.938839 0.0362362 -213.346 0.236328 
1 1.795 0.983198 0.967365 0.938242 0.0382737 -213.267 0.248002 
1 1.8 0.982984 0.966931 0.937362 0.0374253 -213.234 0.237259 
1 1.8 0.982296 0.965634 0.935057 0.0404494 -213.027 0.253257 
1 1.805 0.982376 0.965727 0.93504 0.0367886 -212.989 0.242742 
1 1.805 0.982722 0.966439 0.936487 0.0386078 -213.124 0.243744 
1 1.81 0.982042 0.965114 0.933961 0.0390912 -212.858 0.251562 
1 1.81 0.981994 0.965068 0.934035 0.0417715 -212.893 0.256209 
1 1.815 0.981794 0.964639 0.933117 0.0396177 -212.764 0.25895 
1 1.815 0.982328 0.965647 0.934924 0.0373697 -212.94 0.245812 
1 1.82 0.98196 0.964967 0.933731 0.0396351 -212.84 0.247421 
1 1.82 0.981472 0.964028 0.931997 0.0406941 -212.672 0.255339 
1 1.825 0.980884 0.962955 0.930176 0.0449939 -212.507 0.267111 
1 1.825 0.980638 0.962467 0.929246 0.0447361 -212.435 0.27199 
1 1.83 0.980428 0.96203 0.928337 0.0432381 -212.28 0.271096 
1 1.83 0.98072 0.962592 0.929376 0.0426558 -212.393 0.266054 
1 1.835 0.980296 0.961772 0.927836 0.0431255 -212.219 0.266991 
1 1.835 0.979934 0.961095 0.926636 0.0449415 -212.117 0.274187 
1 1.84 0.980234 0.961648 0.927579 0.0428818 -212.165 0.265761 
1 1.84 0.979426 0.960168 0.925063 0.0485147 -211.968 0.282612 
1 1.845 0.979658 0.96066 0.926007 0.0504414 -212.057 0.283405 
1 1.845 0.979646 0.960554 0.925671 0.0459314 -212.021 0.276581 
1 1.85 0.9797 0.960678 0.925957 0.0468319 -212.052 0.272842 
1 1.85 0.978846 0.95906 0.92304 0.049768 -211.768 0.284567 
1 1.855 0.9787 0.958749 0.922377 0.0482841 -211.705 0.281702 
1 1.855 0.978834 0.959013 0.922868 0.0483731 -211.772 0.279555 
1 1.86 0.978256 0.957912 0.920879 0.0498537 -211.606 0.285067 
1 1.86 0.97848 0.958271 0.921304 0.0455747 -211.552 0.27313 
1 1.865 0.978 0.957419 0.919965 0.0501576 -211.413 0.297436 
1 1.865 0.97788 0.957187 0.919519 0.0502898 -211.358 0.295837 
1 1.87 0.977688 0.956862 0.918952 0.0528521 -211.331 0.294302 
1 1.87 0.977598 0.956715 0.918833 0.0544187 -211.328 0.296201 
1 1.875 0.97659 0.954848 0.915577 0.0597212 -211.015 0.309804 
1 1.875 0.97686 0.955257 0.91604 0.0533963 -211.029 0.307561 
1 1.88 0.977446 0.956369 0.918038 0.0514935 -211.224 0.293745 
1 1.88 0.976768 0.955074 0.915697 0.0530954 -210.99 0.305736 
1 1.885 0.976724 0.954996 0.915521 0.053385 -210.94 0.298902 
1 1.885 0.976456 0.954522 0.914809 0.0560212 -210.97 0.307667 
1 1.89 0.975758 0.95319 0.912362 0.0574585 -210.729 0.309548 
1 1.89 0.976002 0.953711 0.91343 0.059821 -210.748 0.320486 
