size temperature err_m err_ms
64 2.4 0.00300268 0.682404
64 2.401 0.00319695 0.834685
64 2.402 0.00296594 0.711585
64 2.403 0.00297521 0.727327
64 2.404 0.00305617 0.699519
64 2.405 0.00301896 0.732751
64 2.406 0.00318398 0.703993
64 2.407 0.00310697 0.757647
64 2.408 0.00296421 0.749541
64 2.409 0.00314509 0.723407
64 2.41 0.00284693 0.61087
64 2.411 0.00318795 0.671946
64 2.412 0.00308288 0.760136
64 2.413 0.00287621 0.7077
64 2.414 0.00280809 0.613843
64 2.415 0.00296248 0.661394
64 2.416 0.00280987 0.611427
64 2.417 0.00300274 0.710381
64 2.418 0.00277899 0.636799
64 2.419 0.0028881 0.598676
64 2.42 0.00270747 0.560825
64 2.421 0.0027106 0.59403
64 2.422 0.00255612 0.542065
64 2.423 0.00271427 0.64344
64 2.424 0.00278439 0.570123
64 2.425 0.0028985 0.654348
64 2.426 0.00297995 0.666708
64 2.427 0.00275238 0.599534
64 2.428 0.00303463 0.73078
64 2.429 0.00279236 0.609398
64 2.43 0.00267235 0.591296
64 2.431 0.00286255 0.620273
64 2.432 0.00264791 0.530042
64 2.433 0.00283034 0.638312
64 2.434 0.00257534 0.59083
64 2.435 0.00268167 0.521711
64 2.436 0.00275404 0.553882
64 2.437 0.0028157 0.622238
64 2.438 0.00284429 0.539895
64 2.439 0.00252405 0.461715
64 2.44 0.00281426 0.533452
64 2.441 0.0028089 0.561805
64 2.442 0.00265905 0.538842
64 2.443 0.00256811 0.522794
64 2.444 0.00268025 0.47923
64 2.445 0.0025544 0.437796
64 2.446 0.00241129 0.478204
64 2.447 0.00258518 0.540443
64 2.448 0.00264088 0.518721
64 2.449 0.00258754 0.472681
64 2.45 0.00277813 0.603503
64 2.451 0.00271803 0.49334
64 2.452 0.0026275 0.484135
64 2.453 0.00261139 0.538704
64 2.454 0.00268147 0.566205
64 2.455 0.00230214 0.377561
64 2.456 0.00245989 0.427237
64 2.457 0.00240083 0.442655
64 2.458 0.00266238 0.515557
64 2.459 0.00262223 0.523504
64 2.46 0.00270202 0.536115
64 2.461 0.00269981 0.470953
64 2.462 0.0024105 0.414721
64 2.463 0.00262847 0.494835
64 2.464 0.00242312 0.48264
64 2.465 0.00260905 0.451824
64 2.466 0.00250791 0.425883
64 2.467 0.00245909 0.415568
64 2.468 0.00262399 0.51588
64 2.469 0.00273497 0.550559
64 2.47 0.00281303 0.45475
64 2.471 0.00262839 0.498231
64 2.472 0.00259601 0.543507
64 2.473 0.00241768 0.393812
64 2.474 0.00261961 0.443502
64 2.475 0.0027228 0.527301
64 2.476 0.00247009 0.507246
64 2.477 0.00244331 0.442017
64 2.478 0.0025888 0.423534
64 2.479 0.00252898 0.425328
64 2.48 0.00248189 0.413643
64 2.481 0.00233725 0.386934
64 2.482 0.00226381 0.370064
64 2.483 0.00250652 0.441484
64 2.484 0.00259183 0.488879
64 2.485 0.00245137 0.438213
64 2.486 0.00249991 0.416487
64 2.487 0.00242181 0.411203
64 2.488 0.00263585 0.481403
64 2.489 0.00250784 0.458967
64 2.49 0.00240958 0.356905
64 2.491 0.00248589 0.464779
64 2.492 0.00243738 0.340331
64 2.493 0.00237266 0.392757
64 2.494 0.0024601 0.381261
64 2.495 0.00221864 0.327611
64 2.496 0.00270055 0.481409
64 2.497 0.00262389 0.483445
64 2.498 0.0022803 0.334122
64 2.499 0.00245393 0.413452
80 2.2 0.00135793 0.141348
80 2.201 0.00154395 0.186173
80 2.202 0.00156793 0.297337
80 2.203 0.000964526 0.385686
80 2.204 0.00128261 0.28129
80 2.205 0.00141144 0.305953
80 2.206 0.00166684 0.249634
80 2.207 0.000994474 0.400086
80 2.208 0.00125428 0.337763
80 2.209 0.000938992 0.305126
80 2.21 0.00160713 0.319509
80 2.211 0.00149803 0.374216
80 2.212 0.00168649 0.530146
80 2.213 0.0009689 1.20562
80 2.214 0.0019419 0.327183
80 2.215 0.00155142 0.547945
80 2.216 0.00153452 0.694324
80 2.217 0.00141569 0.358778
80 2.218 0.00131498 0.418343
80 2.219 0.00205778 0.717989
80 2.22 0.00166927 0.810049
80 2.221 0.0015257 0.571525
80 2.222 0.00147591 0.513383
80 2.223 0.0012881 0.479993
80 2.224 0.00148608 0.732574
80 2.225 0.00147529 0.953653
80 2.226 0.00126436 0.67752
80 2.227 0.00183717 0.926325
80 2.228 0.00206619 1.41608
80 2.229 0.00177668 1.02299
80 2.23 0.00194117 0.902936
80 2.231 0.00195386 0.954532
80 2.232 0.00199963 1.04772
80 2.233 0.00206481 1.02783
80 2.234 0.00201899 1.30784
80 2.235 0.00194028 1.11949
80 2.236 0.00169421 1.17284
80 2.237 0.00180659 1.20134
80 2.238 0.00257945 1.43333
80 2.239 0.00249398 1.13164
80 2.24 0.00227879 1.465
80 2.241 0.00255621 1.92629
80 2.242 0.00209223 1.72448
80 2.243 0.00217072 1.88509
80 2.244 0.00262007 1.88012
80 2.245 0.0024206 1.4276
80 2.246 0.00284652 1.96569
80 2.247 0.00198274 2.06423
80 2.248 0.00263995 2.27619
80 2.249 0.00317053 2.03278
80 2.25 0.00259485 2.00794
80 2.251 0.00320642 2.24247
80 2.252 0.00353166 2.55592
80 2.253 0.00305779 2.30213
80 2.254 0.00279469 2.22876
80 2.255 0.00324009 2.58099
80 2.256 0.00330254 2.5582
80 2.257 0.00388189 2.46442
80 2.258 0.00383529 2.41492
80 2.259 0.00385962 2.98445
80 2.26 0.00529081 5.23628
80 2.261 0.00383399 2.36932
80 2.262 0.00464691 2.79618
80 2.263 0.00431776 3.13651
80 2.264 0.00426484 3.22471
80 2.265 0.00431603 2.9154
80 2.266 0.00401394 3.76659
80 2.267 0.00510864 7.0714
80 2.268 0.00435899 2.68227
80 2.269 0.00491926 3.22811
80 2.27 0.00455092 3.15247
80 2.271 0.00533956 3.28401
80 2.272 0.00528191 3.51358
80 2.273 0.00530207 3.38435
80 2.274 0.00520936 2.95862
80 2.275 0.00573854 3.19143
80 2.276 0.00484183 3.28922
80 2.277 0.00557106 2.81488
80 2.278 0.00525171 3.58232
80 2.279 0.00581982 3.2721
80 2.28 0.0048074 2.49478
80 2.281 0.00617155 3.39199
80 2.282 0.00547182 2.9829
80 2.283 0.00564631 2.86085
80 2.284 0.00526298 2.65913
80 2.285 0.00521742 2.63817
80 2.286 0.00545836 2.56348
80 2.287 0.00703284 2.45905
80 2.288 0.0064134 2.65072
80 2.289 0.00603604 2.5023
80 2.29 0.0057347 2.5225
80 2.291 0.00518032 2.30493
80 2.292 0.00617947 2.89107
80 2.293 0.00746091 4.13718
80 2.294 0.00557716 2.26481
80 2.295 0.00593599 2.3698
80 2.296 0.00650258 2.316
80 2.297 0.0064123 2.21066
80 2.298 0.00650671 2.0801
80 2.299 0.00593018 1.98938
80 2.3 0.0055901 2.27329
80 2.301 0.00528124 2.0532
80 2.302 0.00560937 2.55023
80 2.303 0.00582786 2.02054
80 2.304 0.00604965 3.13408
80 2.305 0.00581858 1.94934
80 2.306 0.00574929 1.91657
80 2.307 0.00553504 1.93286
80 2.308 0.0057069 2.3102
80 2.309 0.00541416 1.89191
80 2.31 0.00556778 1.85929
80 2.311 0.00481041 2.00261
80 2.312 0.00621585 2.14505
80 2.313 0.00562934 2.10189
80 2.314 0.00730955 2.96283
80 2.315 0.00540641 1.96982
80 2.316 0.00498855 1.92322
80 2.317 0.00504322 2.1723
80 2.318 0.00580257 1.95366
80 2.319 0.00481066 1.82776
80 2.32 0.00495861 1.91851
80 2.321 0.00490404 1.9234
80 2.322 0.00556496 2.05034
80 2.323 0.00480234 1.80388
80 2.324 0.00449168 1.79482
80 2.325 0.00439033 1.75574
80 2.326 0.00458913 1.7105
80 2.327 0.00453367 1.88151
80 2.328 0.00434651 1.78011
80 2.329 0.00681661 3.10652
80 2.33 0.00440877 1.92801
80 2.331 0.00418294 1.59773
80 2.332 0.0058289 2.87783
80 2.333 0.00470011 1.82845
80 2.334 0.00432774 1.61926
80 2.335 0.00409701 1.67664
80 2.336 0.00403163 1.81174
80 2.337 0.00350611 1.51758
80 2.338 0.00412453 1.4784
80 2.339 0.00392741 1.58785
80 2.34 0.00382261 1.57385
80 2.341 0.00497275 1.87765
80 2.342 0.00441647 1.77199
80 2.343 0.00350778 1.45767
80 2.344 0.00375926 1.57716
80 2.345 0.00386502 1.76077
80 2.346 0.00534926 1.82245
80 2.347 0.00396099 1.70482
80 2.348 0.00351266 1.40373
80 2.349 0.00497731 1.70271
80 2.35 0.00355758 1.58854
80 2.351 0.0074193 4.42019
80 2.352 0.00348128 1.37122
80 2.353 0.00469788 1.51862
80 2.354 0.00345533 1.30062
80 2.355 0.00310669 1.22591
80 2.356 0.00327273 1.34298
80 2.357 0.00395938 1.30861
80 2.358 0.00325388 1.35625
80 2.359 0.0034429 1.35409
80 2.36 0.00353993 1.2839
80 2.361 0.00305534 1.32551
80 2.362 0.00336341 1.17203
80 2.363 0.00387481 2.06731
80 2.364 0.00302711 1.38203
80 2.365 0.00557346 2.3231
80 2.366 0.0029418 1.35589
80 2.367 0.00325141 1.17495
80 2.368 0.00431614 1.12059
80 2.369 0.00278817 1.16498
80 2.37 0.0034427 1.37356
80 2.371 0.00302324 1.16377
80 2.372 0.00319072 1.21753
80 2.373 0.00289694 1.1192
80 2.374 0.00275013 0.845254
80 2.375 0.00318052 1.19619
80 2.376 0.00262706 1.04313
80 2.377 0.00300349 1.1106
80 2.378 0.00485391 1.8942
80 2.379 0.00282071 1.04202
80 2.38 0.0038396 1.26287
